Name,Platform,Year_of_Release,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Grand Theft Auto: Liberty City Stories,PS2,2006,3.54,1.56,1.4,0.07,0.5
The Getaway,PS2,2002,3.54,1.23,1.77,0.05,0.49
Tomb Raider III: Adventures of Lara Croft,PS,1997,3.54,1.66,1.58,0.12,0.18
James Bond 007: Agent Under Fire,PS2,2001,3.53,1.9,1.13,0.1,0.41
LEGO Star Wars: The Video Game,PS2,2005,3.53,1.98,1.14,0.01,0.41
Rugrats in Paris: The Movie,PS,2000,3.52,1.96,1.33,0,0.23
FIFA Soccer 11,X360,2010,3.52,0.71,2.39,0.02,0.4
Spyro 2: Ripto's Rage!,PS,1999,3.52,2.14,1.21,0.01,0.17
Left 4 Dead,X360,2008,3.51,2.66,0.49,0.05,0.3
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,3.51,1.17,0.5,1.75,0.08
Assassin's Creed: Unity,XOne,2014,3.5,2.27,0.9,0,0.33
Kung Fu,NES,1985,3.5,1.64,0.38,1.42,0.06
Resident Evil 5,X360,2009,3.5,2.11,0.93,0.12,0.34
Assassin's Creed: Brotherhood,X360,2010,3.49,2.85,0.38,0.03,0.24
Battlefield 4,PS3,2013,3.49,1.3,1.42,0.27,0.5
Batman: Arkham Asylum,X360,2009,3.48,2.2,0.95,0.02,0.31
Battlefield 4,X360,2013,3.48,2.15,1.01,0.02,0.31
Battlefield: Bad Company 2,X360,2010,3.47,2.1,1.01,0.04,0.32
Mario & Sonic at the Olympic Winter Games,DS,2009,3.46,1.21,1.62,0.27,0.37
Guitar Hero: On Tour,DS,2008,3.46,2.1,1.01,0.01,0.35
Clubhouse Games,DS,2006,3.45,0.59,1.79,0.73,0.34
Monster Hunter 4,3DS,2013,3.44,0,0,3.44,0
Borderlands,X360,2009,3.44,2.4,0.71,0.03,0.29
Tekken 4,PS2,2002,3.44,1.55,1.27,0.33,0.29
Final Fantasy III,SNES,1994,3.42,0.86,0,2.55,0.02
Grand Theft Auto 2,PS,1998,3.42,1.13,2.07,0,0.22
Metal Gear Solid V: The Phantom Pain,PS4,2015,3.41,1.09,1.36,0.49,0.48
Spider-Man 2,PS2,2004,3.41,1.75,1.2,0.02,0.43
F-1 Race,GB,1990,3.41,1.73,0.69,0.59,0.4
FIFA Soccer 2003,PS2,2002,3.4,0.46,2.28,0.05,0.61
LittleBigPlanet 2,PS3,2011,3.39,1.83,1.05,0.06,0.46
Crash Bash,PS,2000,3.39,1.56,1.47,0.19,0.17
Assassin's Creed Syndicate,PS4,2015,3.39,0.81,1.99,0.07,0.52
LEGO Batman: The Videogame,X360,2008,3.38,2.04,1.02,0,0.32
Destiny,XOne,2014,3.37,2.14,0.92,0,0.31
WWF War Zone,PS,1998,3.36,2.47,0.76,0,0.13
The Legend of Zelda: Majora's Mask,N64,2000,3.36,1.9,0.67,0.73,0.06
Far Cry 3,PS3,2012,3.35,0.88,1.7,0.1,0.67
Rugrats: Search For Reptar,PS,1998,3.34,1.63,1.53,0,0.18
English Training: Have Fun Improving Your Skills!,DS,2006,3.33,0,0.99,2.32,0.02
James Bond 007: Nightfire,PS2,2002,3.33,1.45,1.29,0.12,0.46
Ratchet & Clank,PS2,2002,3.33,1.44,1.01,0.57,0.3
Monster Hunter X,3DS,2015,3.32,0.27,0.21,2.79,0.05
Star Wars Episode III: Revenge of the Sith,PS2,2005,3.32,1.47,1.39,0.03,0.43
The Legend of Zelda: Spirit Tracks,DS,2009,3.31,1.4,0.91,0.74,0.26
Max Payne,PS2,2001,3.31,1.99,1.05,0.05,0.22
Assassin's Creed IV: Black Flag,X360,2013,3.3,1.9,1.11,0.01,0.29
The Lord of the Rings: The Return of the King,PS2,2003,3.28,1.5,1.28,0.05,0.46
Yokai Watch 2 Ganso/Honke,3DS,2014,3.28,0.09,0,3.18,0.01
Gears of War: Ultimate Edition,XOne,2015,3.28,2.61,0.33,0,0.34
True Crime: Streets of LA,PS2,2003,3.27,1.89,1.05,0.02,0.31
Professor Layton and the Unwound Future,DS,2008,3.26,0.6,1.57,0.82,0.27
Gran Turismo (PSP),PSP,2009,3.25,0.5,1.58,0.31,0.87
FIFA 16,XOne,2015,3.25,0.89,2.12,0,0.24
Wii Music,Wii,2008,3.25,1.35,1.11,0.46,0.32
Tekken,PS,1995,3.24,0.95,1.3,0.77,0.22
Madden NFL 16,PS4,2015,3.24,2.34,0.3,0,0.6
Gran Turismo 6,PS3,2013,3.23,0.72,1.67,0.4,0.44
Halo: The Master Chief Collection,XOne,2014,3.23,1.91,1,0.03,0.29
007: Tomorrow Never Dies,PS,1999,3.21,1.72,1.33,0,0.16
Super Mario Maker,WiiU,2015,3.21,1.18,0.89,0.94,0.2
WWF SmackDown! 2: Know Your Role,PS,2000,3.2,1.76,1.21,0.07,0.16
Baseball,NES,1983,3.2,0.73,0.1,2.35,0.02
Killer Instinct,SNES,1995,3.2,2.26,0.72,0.12,0.1
Dragon Quest VI: Maboroshi no Daichi,SNES,1995,3.19,0,0,3.19,0
God of War: Chains of Olympus,PSP,2008,3.18,1.48,1,0.04,0.66
Enter the Matrix,PS2,2003,3.18,1.78,1.12,0.09,0.19
Crisis Core: Final Fantasy VII,PSP,2007,3.18,1.35,0.59,0.8,0.43
Dance Central,X360,2010,3.17,2.15,0.76,0.01,0.26
L.A. Noire,PS3,2011,3.17,1.27,1.29,0.12,0.49
Ace Combat 04: Shattered Skies,PS2,2001,3.17,2.06,0.56,0.38,0.17
Animal Crossing,GC,2001,3.15,1.92,0.16,0.99,0.09
FIFA Soccer 08,PS2,2007,3.14,0.68,0,0,2.46
Club Penguin: Elite Penguin Force,DS,2008,3.14,1.87,0.97,0,0.3
Spider-Man,PS,2000,3.13,1.7,1.25,0.02,0.16
Mario Party 9,Wii,2012,3.13,1.06,1.09,0.76,0.22
Need for Speed III: Hot Pursuit,PS,1998,3.12,2.14,0.86,0,0.13
Star Wars Episode I Racer,N64,1999,3.12,2.31,0.62,0.14,0.04
Sonic Rush,DS,2005,3.12,1.21,1.56,0.06,0.29
Dragon Warrior IV,NES,1990,3.12,0.08,0,3.03,0.01
Rhythm Heaven,DS,2008,3.11,0.55,0.5,1.93,0.13
Fallout: New Vegas,PS3,2010,3.11,1.52,1.03,0.1,0.46
Personal Trainer: Cooking,DS,2006,3.11,0.9,1,1.03,0.17
The Elder Scrolls IV: Oblivion,PS3,2007,3.1,1.69,0.85,0.14,0.43
The Legend of Zelda: A Link Between Worlds,3DS,2013,3.1,1.4,1.01,0.46,0.23
Resident Evil 6,PS3,2012,3.1,0.88,0.94,0.88,0.4
Mass Effect 2,X360,2010,3.1,1.99,0.81,0.03,0.27
Dragon Ball Z: Budokai,PS2,2002,3.09,2.17,0.28,0.55,0.08
Madden NFL 2002,PS2,2001,3.08,2.5,0.16,0.01,0.42
World Class Track Meet,NES,1986,3.08,1.92,0.45,0.64,0.07
Donkey Kong,GB,1994,3.07,1.57,0.62,0.55,0.34
The Sims: Vacation,PC,2002,3.07,1.72,1.21,0,0.14
Animal Crossing: Happy Home Designer,3DS,2015,3.05,0.51,1.02,1.4,0.12
The Sims 4,PC,2014,3.05,1,1.82,0,0.23
Borderlands 2,X360,2012,3.05,1.89,0.88,0.04,0.25
LEGO Batman: The Videogame,DS,2008,3.05,1.75,1.01,0,0.29
Kung Fu Panda,X360,2008,3.04,1.91,0.84,0,0.29
Mass Effect 3,X360,2012,3.04,1.94,0.84,0.03,0.24
Heavy Rain,PS3,2010,3.03,1.29,1.21,0.06,0.47
Rayman,PS,1995,3.03,1.54,1.33,0,0.16
Saints Row 2,X360,2008,3.03,1.94,0.79,0.02,0.28
Tom Clancy's Splinter Cell,XB,2002,3.02,1.85,1.04,0,0.13
Mike Tyson's Punch-Out!!,NES,1987,3.02,2.03,0.47,0.45,0.07
WWE SmackDown! Shut Your Mouth,PS2,2002,3.02,1.45,1.13,0.07,0.38
FIFA 14,PS4,2013,3.01,0.61,1.85,0.11,0.44
Killzone 2,PS3,2009,3.01,1.4,1.06,0.08,0.47
Far Cry 3,X360,2012,3,1.38,1.32,0.02,0.28
Epic Mickey,Wii,2010,3,2.04,0.63,0.12,0.22
NBA 2K13,X360,2012,3,2.6,0.2,0.01,0.19
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,3,1.15,0,0.76,1.09
Star Fox,SNES,1993,2.99,1.61,0.51,0.8,0.07
The Sims: Livin Large,PC,2000,2.99,1.67,1.18,0,0.13
World Soccer Winning Eleven 6 International,PS2,2002,2.99,0.12,1.26,1.16,0.45
Devil May Cry,PS2,2001,2.99,1.36,0.86,0.64,0.13
Star Wars: The Old Republic,PC,2011,2.96,1.58,1.01,0,0.38
Middle-Earth: Shadow of Mordor,PS4,2014,2.96,1.01,1.43,0.05,0.47
Sonic Heroes,PS2,2003,2.96,1.04,1.37,0.06,0.49
Hitman 2: Silent Assassin,PS2,2002,2.96,1.36,1.15,0.04,0.41
Titanfall,XOne,2014,2.95,1.84,0.8,0.04,0.27
Battlefield: Bad Company 2,PS3,2010,2.95,1.33,1.1,0.08,0.44
Wave Race 64,N64,1996,2.94,1.98,0.58,0.34,0.04
SOCOM II: U.S. Navy SEALs,PS2,2003,2.94,2.22,0.51,0.06,0.15
WWE SmackDown! vs. RAW 2006,PS2,2005,2.94,1.45,1.11,0.04,0.33
Pac-Man Collection,GBA,2001,2.94,2.07,0.77,0.05,0.05
Street Fighter IV,X360,2009,2.94,1.82,0.7,0.15,0.26
inFAMOUS,PS3,2009,2.93,1.76,0.68,0.12,0.37
Kirby Super Star Ultra,DS,2008,2.92,1.55,0.04,1.19,0.15
Call of Duty: Ghosts,XOne,2013,2.92,1.88,0.77,0,0.27
FIFA 15,X360,2014,2.92,0.79,1.92,0,0.21
Super Mario World 2: Yoshi's Island,GBA,2002,2.91,1.75,0.45,0.62,0.09
Mass Effect,X360,2007,2.91,1.83,0.79,0.03,0.27
Sonic Mega Collection Plus,PS2,2004,2.9,1.54,1.14,0,0.22
World Soccer Winning Eleven 7 International,PS2,2003,2.9,0.08,1.24,1.13,0.45
Sega Superstars Tennis,X360,2008,2.89,1.75,0.86,0,0.28
Hot Shots Golf 3,PS2,2001,2.89,0.99,0.32,1.38,0.2
Cooking Mama: Cook Off,Wii,2007,2.89,1.41,1.12,0.05,0.3
Call of Duty: Finest Hour,PS2,2004,2.89,1.51,1.12,0.01,0.24
WarioWare: Smooth Moves,Wii,2006,2.89,0.86,1.04,0.73,0.26
Syphon Filter,PS,1999,2.88,2.03,0.72,0.02,0.11
Imagine: Babyz,DS,2007,2.87,1.3,1.26,0,0.31
Colin McRae Rally,PS,1998,2.87,0.09,2.43,0.12,0.22
Madden NFL 13,X360,2012,2.86,2.53,0.15,0,0.17
The Elder Scrolls III: Morrowind,XB,2002,2.86,2.09,0.63,0.03,0.11
Assassin's Creed IV: Black Flag,PS4,2013,2.85,1.07,1.31,0.06,0.42
Command & Conquer: Red Alert,PC,1996,2.85,1.37,1.34,0,0.14
F-Zero,SNES,1990,2.85,1.37,0.51,0.89,0.07
Yoshi's Story,N64,1997,2.85,1.29,0.53,0.98,0.05
Mortal Kombat,PS3,2011,2.84,1.98,0.53,0,0.34
Madden NFL 10,X360,2009,2.83,2.52,0.09,0,0.22
WWE SmackDown! vs. Raw,PS2,2002,2.83,1.32,1.08,0.04,0.39
BioShock,X360,2007,2.83,1.65,0.85,0.05,0.28
Metroid Prime,GC,2002,2.82,1.96,0.67,0.1,0.09
Assassin's Creed: Brotherhood,PS3,2010,2.82,1.87,0.55,0.11,0.29
Finding Nemo,GBA,2003,2.82,1.59,1.05,0.04,0.14
Zumba Fitness 2,Wii,2011,2.81,1.51,1.03,0,0.27
Myst,PC,1994,2.81,0.02,2.79,0,0
Medal of Honor,PS3,2010,2.81,1.28,1.04,0.07,0.42
Need for Speed: Most Wanted,PS3,2012,2.81,0.71,1.46,0.06,0.58
Imagine: Fashion Designer,DS,2007,2.8,1.32,1.19,0,0.3
WWE SmackDown! Here Comes the Pain,PS2,2003,2.8,1.32,1.06,0.04,0.38
Hot Shots Golf,PS,1997,2.79,0.29,0.2,2.13,0.18
A Bug's Life,PS,1998,2.79,1.96,0.72,0,0.11
WWF SmackDown! Just Bring It,PS2,2001,2.79,1.19,1.15,0.04,0.41
inFAMOUS: Second Son,PS4,2014,2.79,1.28,0.98,0.07,0.46
Dragon Quest V: Tenkuu no Hanayome,SNES,1992,2.79,0,0,2.78,0.01
Mortal Kombat Trilogy,PS,1996,2.79,1.98,0.7,0,0.11
Monster Hunter Tri,3DS,2011,2.79,0.46,0.29,1.96,0.07
NBA Street,PS2,2001,2.79,2.19,0.22,0,0.38
Jak II,PS2,2003,2.78,1.68,0.74,0,0.36
Ratchet & Clank: Going Commando,PS2,2003,2.78,1.44,0.83,0.26,0.25
Need for Speed: Hot Pursuit,PS3,2010,2.78,1.05,1.23,0.03,0.47
Skylanders: Spyro's Adventure,Wii,2011,2.78,1.35,1.13,0,0.3
Battlefield 3,PC,2011,2.78,0.89,1.43,0,0.46
Mortal Kombat X,PS4,2015,2.78,1.5,0.8,0,0.48
The Sims,PS2,2003,2.77,1.41,1.12,0,0.24
Killzone 3,PS3,2011,2.77,1.45,0.86,0.09,0.38
Star Wars: The Force Unleashed,X360,2008,2.77,1.74,0.77,0,0.26
Minecraft,XOne,2014,2.76,1.61,0.9,0,0.25
Yoshi's Island DS,DS,2006,2.76,1.45,0.07,1.1,0.15
Saints Row: The Third,X360,2011,2.76,1.25,1.14,0.07,0.3
Missile Command,2600,1980,2.76,2.56,0.17,0,0.03
Mario Paint,SNES,1992,2.75,1.43,0.54,0.71,0.07
Tekken 6,PS3,2009,2.75,1.2,0.97,0.17,0.42
Pokémon Stadium 2,N64,2000,2.73,1.02,0.36,1.13,0.23
Metroid,NES,1986,2.73,1.33,0.31,1.04,0.05
Sonic and the Secret Rings,Wii,2007,2.73,1.21,1.19,0.04,0.29
FIFA 16,PS3,2015,2.71,0.41,1.84,0.05,0.4
The Legend of Zelda: A Link to the Past,GBA,2002,2.7,1.75,0.52,0.33,0.1
Onimusha: Warlords,PS2,2001,2.7,0.99,0.48,1.09,0.14
Mario Party,N64,1998,2.7,1.25,0.53,0.87,0.05
L.A. Noire,X360,2011,2.7,1.52,0.92,0.02,0.24
Call of Duty 3,X360,2006,2.7,1.49,0.92,0.02,0.27
Madden NFL 12,X360,2011,2.69,2.42,0.11,0,0.16
LEGO Star Wars II: The Original Trilogy,PS2,2006,2.69,1.85,0.64,0.01,0.19
Killzone: Shadow Fall,PS4,2013,2.69,0.89,1.33,0.08,0.39
Madden NFL 11,X360,2010,2.69,2.38,0.12,0,0.18
Burnout 3: Takedown,PS2,2004,2.68,1.23,1.11,0,0.34
Yokai Watch 2 Shinuchi,3DS,2014,2.68,0,0,2.68,0
Mortal Kombat,GEN,1992,2.67,1.95,0.63,0,0.09
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,2.67,1.63,0.51,0.35,0.18
Professor Layton and the Last Specter,DS,2009,2.67,0.28,1.39,0.68,0.32
Call Of Duty 2: Big Red One,PS2,2005,2.67,1.48,0.92,0.01,0.26
Medal of Honor,PS,1998,2.67,1.44,1.09,0,0.14
Fable,XB,2004,2.66,1.99,0.58,0,0.09
Guitar Hero: World Tour,X360,2008,2.66,1.78,0.63,0,0.25
FIFA 17,XOne,2016,2.65,0.43,2.05,0,0.17
Hannah Montana,DS,2006,2.65,1.59,0.8,0,0.26
Tom Clancy's Splinter Cell,PS2,2003,2.65,1.15,1.11,0,0.4
Super Mario Bros.: The Lost Levels,NES,1986,2.65,0,0,2.65,0
Need for Speed: Shift,PS3,2009,2.65,0.69,1.4,0.04,0.52
Star Wars: Shadows of the Empire,N64,1996,2.65,2,0.5,0.12,0.03
Medal of Honor Heroes,PSP,2006,2.65,0.86,1.11,0.01,0.66
Final Fantasy XIII-2,PS3,2011,2.63,0.78,0.73,0.89,0.23
Midnight Club: Street Racing,PS2,2000,2.63,2,0.47,0.02,0.14
Skate 3,X360,2010,2.63,1.47,0.93,0,0.24
ESPN NFL 2K5,PS2,2004,2.62,2.15,0.12,0,0.36
Halo Wars,X360,2009,2.62,1.54,0.8,0.04,0.24
NBA 2K12,X360,2011,2.62,2.31,0.14,0.01,0.16
Pac-Man: Adventures in Time,PSP,2006,2.62,0.76,1.09,0.12,0.64
FIFA Soccer 10,X360,2009,2.62,0.59,1.79,0.01,0.23
Medal of Honor,X360,2010,2.61,1.56,0.8,0.04,0.21
Harry Potter and the Chamber of Secrets,PS2,2002,2.61,0.9,1.22,0.04,0.44
Streets of Rage,GEN,1990,2.6,1.86,0.55,0.11,0.08
God of War Collection,PS3,2009,2.6,1.7,0.44,0.06,0.4
NBA Live 2005,PS2,2004,2.59,2.03,0.21,0,0.35
Mario Strikers Charged,Wii,2007,2.58,1.05,1.05,0.24,0.24
FIFA Soccer 09,PS3,2008,2.58,0.48,1.63,0.04,0.43
Style Savvy,DS,2008,2.58,0.62,0.82,0.96,0.18
WWE SmackDown vs. RAW 2007,PS2,2006,2.58,1.4,0.88,0.03,0.26
LEGO Star Wars: The Complete Saga,X360,2007,2.57,1.53,0.81,0,0.24
Ratchet & Clank: Up Your Arsenal,PS2,2004,2.57,1.31,0.74,0.31,0.22
Madden NFL 08,PS2,2007,2.57,2.14,0.08,0,0.35
Monster Hunter Freedom 2,PSP,2007,2.57,0.37,0.27,1.75,0.18
Ratchet & Clank Future: Tools of Destruction,PS3,2007,2.56,0.93,1.1,0.08,0.45
Super Mario All-Stars: Limited Edition,Wii,2010,2.56,0.99,0.52,0.92,0.14
Sonic Adventure 2 Battle,GC,2001,2.56,1.7,0.59,0.21,0.07
Dragon Warrior II,NES,1987,2.56,0.15,0,2.41,0
Ghostbusters: The Video Game (DS Version),X360,2009,2.56,1.04,1.22,0.03,0.27
Madden NFL 13,PS3,2012,2.56,2.11,0.22,0,0.23
Dragon Age: Origins,X360,2009,2.56,1.76,0.55,0.03,0.22
Pokémon Colosseum,GC,2003,2.54,1.21,0.57,0.7,0.07
LittleBigPlanet,PSP,2009,2.54,0.64,1.22,0.01,0.67
Madden NFL 09,X360,2008,2.53,2.21,0.12,0,0.2
Crazy Taxi,PS2,2001,2.52,1.13,1.12,0.06,0.22
Art Academy,DS,2010,2.52,0.26,1.65,0.33,0.28
NBA 2K14,X360,2013,2.52,2.1,0.19,0,0.23
Perfect Dark,N64,2000,2.52,1.55,0.75,0.16,0.06
Skylanders Giants,Wii,2012,2.52,1.48,0.83,0,0.21
Dragon Warrior,NES,1986,2.52,0.49,0,0.52,1.51
Deca Sports,Wii,2008,2.5,1.11,0.85,0.29,0.25
PES 2009: Pro Evolution Soccer,PS2,2008,2.5,0.13,0.07,0.26,2.05
Mario Party 2,N64,1999,2.5,1.28,0.14,1.08,0.01
Marvel: Ultimate Alliance,X360,2006,2.5,2.29,0.02,0,0.19
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,2.49,1.84,0.56,0,0.09
Mortal Kombat: Deadly Alliance,PS2,2002,2.49,1.81,0.52,0,0.15
Game Party,Wii,2007,2.48,1.47,0.77,0,0.24
Bloodborne,PS4,2015,2.48,1.03,0.81,0.26,0.38
Tomb Raider: The Last Revelation,PS,1998,2.48,1.15,1.14,0.06,0.13
Mario Party 4,GC,2002,2.47,1.13,0.36,0.92,0.07
Pure,X360,2008,2.47,1.38,0.84,0,0.25
NBA 2K13,PS3,2012,2.47,1.73,0.43,0.05,0.27
Saints Row: The Third,PS3,2011,2.47,0.86,1.04,0.18,0.38
Resistance 2,PS3,2008,2.46,1.15,0.84,0.1,0.38
NBA 2K15,PS4,2014,2.45,1.47,0.54,0.01,0.43
Final Fantasy V,SNES,1992,2.45,0,0,2.43,0.02
Final Fantasy Tactics,PS,1997,2.45,0.93,0.12,1.34,0.06
Midnight Club: Los Angeles,PS3,2008,2.45,1.56,0.53,0.05,0.31
Twisted Metal 2,PS,1996,2.44,2.12,0.25,0,0.07
The Sims: Bustin' Out,PS2,2003,2.43,1.07,1.19,0,0.18
Riven: The Sequel to Myst,PC,1997,2.43,1.52,0.82,0,0.1
LEGO Harry Potter: Years 1-4,Wii,2010,2.43,1.28,0.93,0,0.22
Need for Speed (2015),PS4,2015,2.43,0.5,1.5,0.05,0.37
Call of Duty: Infinite Warfare,XOne,2016,2.42,1.46,0.74,0,0.22
Madden NFL 16,XOne,2015,2.42,2.08,0.08,0,0.26
Ice Hockey,NES,1988,2.42,1.27,0.32,0.78,0.05
Sonic Adventure,DC,1998,2.42,1.26,0.61,0.46,0.08
Tom Clancy's Rainbow Six: Vegas 2,X360,2008,2.42,1.56,0.6,0.02,0.23
uDraw Studio,Wii,2010,2.42,1.65,0.57,0,0.2
Tomb Raider (2013),PS3,2013,2.42,0.6,1.26,0.08,0.48
Need for Speed Carbon: Own the City,PSP,2006,2.42,0.87,0.97,0,0.58
Dragon Ball Z: Budokai 2,PS2,2003,2.41,1.63,0.22,0.51,0.06
pro evolution soccer 2011,PS3,2010,2.41,0.29,1.17,0.54,0.41
ATV Offroad Fury,PS2,2001,2.41,2.07,0.26,0,0.08
Dino Crisis,PS,1998,2.41,0.81,0.76,0.7,0.14
Need for Speed: ProStreet,PS2,2007,2.41,0.69,0,0.04,1.68
Halo: Combat Evolved Anniversary,X360,2011,2.4,1.44,0.7,0.04,0.22
Tetris Plus,PS,1996,2.4,2.1,0.24,0,0.07
Pro Wrestling,NES,1987,2.4,0.77,0.18,1.42,0.03
Theme Hospital,PC,1997,2.4,2.3,0.1,0,0
Monopoly,PC,1994,2.39,1.49,0.81,0,0.1
Guitar Hero,PS2,2005,2.38,1.67,0.61,0.03,0.07
Madden NFL 11,PS3,2010,2.38,2.04,0.15,0,0.2
WCW/nWo Revenge,N64,1998,2.38,1.94,0.39,0.03,0.02
Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,2.38,1.16,0.91,0,0.3
Dead Island,X360,2011,2.37,1.48,0.69,0,0.2
Half-Life 2,PC,2004,2.37,2.28,0.02,0.08,0
The Incredibles,PS2,2004,2.37,0.96,1.08,0.04,0.3
Madden NFL 08,X360,2007,2.37,2.18,0.01,0,0.18
Tony Hawk's Underground 2,PS2,2004,2.37,1.25,0.86,0.01,0.26
Zumba Fitness,X360,2010,2.37,1.74,0.45,0,0.18
Madden NFL 10,PS3,2009,2.37,2.03,0.13,0,0.21
Kirby's Dream Land 2,GB,1995,2.36,0.69,0.14,1.48,0.05
Midnight Club: Los Angeles,X360,2008,2.35,1.68,0.45,0.01,0.21
Donkey Kong Land II,GB,1996,2.35,1.39,0.48,0.4,0.08
Dragon Warrior Monsters,GB,1998,2.35,0,0,2.34,0.01
Kinect: Disneyland Adventures,X360,2011,2.35,1.73,0.43,0.02,0.17
WWE SmackDown vs Raw 2008,PS2,2007,2.34,0.92,0,0.01,1.41
The Legend of Zelda: Majora's Mask 3D,3DS,2015,2.34,1.15,0.55,0.47,0.17
Resident Evil - Code: Veronica X,PS2,2001,2.34,1.08,0.7,0.34,0.21
NBA 2K16,XOne,2015,2.34,1.95,0.15,0,0.24
Kinect Sports: Season Two,X360,2011,2.34,1.38,0.72,0.02,0.22
My Fitness Coach,Wii,2008,2.32,1.18,0.9,0,0.24
Mario Tennis,N64,2000,2.32,0.78,0.4,1.06,0.07
Grand Theft Auto,PS,1997,2.32,0.79,1.35,0.04,0.14
James Bond 007: Everything or Nothing,PS2,2004,2.31,0.85,1.06,0.09,0.32
Need For Speed: High Stakes,PS,1999,2.31,1.58,0.64,0,0.09
Chrono Trigger,SNES,1995,2.31,0.28,0,2.02,0.01
Guild Wars 2,PC,2012,2.31,0.96,1.07,0,0.27
Cool Boarders 3,PS,1998,2.31,1.65,0.46,0.1,0.1
Paper Mario: Sticker Star,3DS,2012,2.3,1.12,0.41,0.64,0.14
WarioWare Touched!,DS,2004,2.3,0.51,0.45,1.21,0.13
Batman: Arkham Origins,PS3,2013,2.29,1.07,0.8,0.04,0.38
Tomb Raider II,PC,1997,2.29,0.91,1.25,0,0.13
Yokai Watch Busters,3DS,2015,2.29,0,0,2.29,0
LEGO Star Wars: The Complete Saga,PS3,2007,2.29,1.02,0.9,0,0.36
Need for Speed Underground 2,XB,2004,2.28,1.38,0.8,0,0.1
Pro Evolution Soccer 2010,PS3,2009,2.28,0.3,1.27,0.46,0.26
Mario Bros.,NES,1983,2.28,0.51,0.12,1.63,0.02
FIFA Soccer 09,PS2,2008,2.28,0.38,0.07,0.01,1.82
LEGO Harry Potter: Years 1-4,DS,2010,2.28,1.07,0.99,0,0.22
The Sims 3,X360,2010,2.28,1.27,0.81,0,0.2
Pokemon Ranger: Shadows of Almia,DS,2008,2.28,0.94,0.53,0.62,0.18
TOCA Touring Car Championship,PS,1997,2.28,0.07,2,0.02,0.18
Dead Island,PS3,2011,2.27,1.08,0.73,0.15,0.31
Kirby: Nightmare in Dream Land,GBA,2002,2.27,1.22,0.1,0.91,0.04
Wario Land 4,GBA,2001,2.26,0.9,0.73,0.54,0.09
Sonic's Ultimate Genesis Collection,PS3,2009,2.26,1.34,0.6,0,0.31
Far Cry: Primal,PS4,2016,2.26,0.6,1.25,0.06,0.35
Battlefield 1,XOne,2016,2.25,1.28,0.77,0,0.2
Onimusha 2: Samurai's Destiny,PS2,2002,2.25,0.62,0.44,1.06,0.13
Cool Boarders 2,PS,1997,2.25,1.52,0.46,0.2,0.08
Paper Mario: The Thousand-Year Door,GC,2004,2.25,1.48,0.25,0.46,0.06
Madden NFL 12,PS3,2011,2.25,1.93,0.15,0,0.17
God of War: Ascension,PS3,2013,2.25,1.23,0.63,0.04,0.35
Guitar Hero III: Legends of Rock,PS3,2007,2.24,1.4,0.53,0.02,0.3
Sonic Advance,GBA,2001,2.24,1.19,0.71,0.22,0.13
Super Monkey Ball: Banana Blitz,Wii,2006,2.24,1.05,0.91,0.04,0.24
Just Dance Kids,Wii,2010,2.24,1.52,0.54,0,0.18
New Super Luigi U,WiiU,2013,2.24,1.25,0.62,0.18,0.18
Assassin's Creed IV: Black Flag,XOne,2013,2.23,1.48,0.55,0,0.21
Spyro: Season of Ice,GBA,2001,2.23,1.29,0.83,0,0.11
Dissidia: Final Fantasy,PSP,2008,2.23,0.51,0.5,0.91,0.31
Madden NFL 25,X360,2013,2.23,1.98,0.06,0,0.19
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,2.23,1.74,0.25,0.21,0.03
Dance Dance Revolution X2,PS2,2009,2.23,1.09,0.85,0,0.28
Borderlands 2,PS3,2012,2.23,1.05,0.72,0.1,0.35
Prince of Persia: The Sands of Time,PS2,2003,2.22,0.88,1.03,0,0.31
Monster Hunter Tri,Wii,2009,2.22,0.65,0.4,1.05,0.11
LEGO Marvel Super Heroes,X360,2013,2.22,1.24,0.79,0,0.19
The Legend of Zelda: Link's Awakening DX,GB,1998,2.22,1,0.63,0.45,0.13
Resident Evil 4,Wii,2007,2.22,1.32,0.56,0.14,0.2
Tom Clancy's Rainbow Six: Siege,PS4,2015,2.21,0.55,1.19,0.14,0.33
Star Wars: The Force Unleashed,PS3,2008,2.21,1.01,0.85,0,0.35
Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,2.21,1.06,0.82,0.05,0.28
Frogger,2600,1981,2.2,2.06,0.12,0,0.02
Guitar Hero II,X360,2007,2.2,2.01,0.02,0,0.17
Forza Motorsport 5,XOne,2013,2.2,1.21,0.79,0.01,0.19
Rock Band 2,X360,2008,2.2,1.78,0.24,0,0.18
Pro Yakyuu Family Stadium,NES,1986,2.2,0.15,0,2.05,0
Wario Land 3,GB,2000,2.2,1.11,0.51,0.34,0.23
Need for Speed: Hot Pursuit,X360,2010,2.2,1.03,0.96,0,0.21
